"Scraping date","Main Catagory","Subcatagory","Brand name","Number of products","Link"
"26-04-2019","Pet supplies","Dogs","All-Absorb","9","https://www.amazon.com/s/ref=sr_in_-2_p_89_0/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3AAll-Absorb&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","Allstar Innovations","2","https://www.amazon.com/s/ref=sr_in_-2_p_89_1/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3AAllstar+Innovations&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","AmazonBasics","29","https://www.amazon.com/s/ref=sr_in_-2_p_89_2/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3AAmazonBasics&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","Bayer","4","https://www.amazon.com/s/ref=sr_in_-2_p_89_3/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3ABayer&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","Bayer Animal Health","56","https://www.amazon.com/s/ref=sr_in_-2_p_89_4/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3ABayer+Animal+Health&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","BOSHEL","5","https://www.amazon.com/s/ref=sr_in_-2_p_89_5/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3ABOSHEL&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","BV","4","https://www.amazon.com/s/ref=sr_in_-2_p_89_6/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3ABV&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","Canine Hardware","14","https://www.amazon.com/s/ref=sr_in_-2_p_89_7/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3ACanine+Hardware&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","Cesar","38","https://www.amazon.com/s/ref=sr_in_-2_p_89_8/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3ACesar&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","ChomChom Roller","2","https://www.amazon.com/s/ref=sr_in_-2_p_89_9/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3AChomChom+Roller&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","COMSUN","7","https://www.amazon.com/s/ref=sr_in_-2_p_89_10/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3ACOMSUN&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","Cowdog Chews","3","https://www.amazon.com/s/ref=sr_in_-2_p_89_11/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3ACowdog+Chews&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","DOG CARE","20","https://www.amazon.com/s/ref=sr_in_-2_p_89_12/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3ADOG+CARE&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","Dogit","102","https://www.amazon.com/s/ref=sr_in_-2_p_89_13/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3ADogit&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","Earth Rated","11","https://www.amazon.com/s/ref=sr_in_-2_p_89_14/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3AEarth+Rated&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","Elanco Animal Health","2","https://www.amazon.com/s/ref=sr_in_-2_p_89_15/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3AElanco+Animal+Health&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","Epica","2","https://www.amazon.com/s/ref=sr_in_-2_p_89_16/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3AEpica&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","ESCO LITE","2","https://www.amazon.com/s/ref=sr_in_-2_p_89_17/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3AESCO+LITE&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","Evenflo","10","https://www.amazon.com/s/ref=sr_in_-2_p_89_18/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3AEvenflo&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","Feliway","2","https://www.amazon.com/s/ref=sr_in_-2_p_89_19/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3AFeliway&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","Fur-Zoff","1","https://www.amazon.com/s/ref=sr_in_-2_p_89_20/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3AFur-Zoff&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","Furminator","32","https://www.amazon.com/s/ref=sr_in_-2_p_89_21/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3AFurminator&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","Grannicks Bitter Apple","1","https://www.amazon.com/s/ref=sr_in_-2_p_89_22/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3AGrannicks+Bitter+Apple&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","Hertzko","36","https://www.amazon.com/s/ref=sr_in_-2_p_89_23/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3AHertzko&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","Multipet","249","https://www.amazon.com/s/ref=sr_in_-2_p_89_24/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3AMultipet&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","North States Pet","8","https://www.amazon.com/s/ref=sr_in_-2_p_89_25/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3ANorth+States+Pet&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","Nutramax Laboratories","22","https://www.amazon.com/s/ref=sr_in_-2_p_89_26/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3ANutramax+Laboratories&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","Nylabone","274","https://www.amazon.com/s/ref=sr_in_-2_p_89_27/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3ANylabone&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","Pacific Pups Products supporting pacificpuprescue.com","2","https://www.amazon.com/s/ref=sr_in_-2_p_89_28/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3APacific+Pups+Products+supporting+pacificpuprescue.com&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","Pat Your Pet","1","https://www.amazon.com/s/ref=sr_in_-2_p_89_29/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3APat+Your+Pet&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","Pedigree","50","https://www.amazon.com/s/ref=sr_in_-2_p_89_30/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3APedigree&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","PET N PET","12","https://www.amazon.com/s/ref=sr_in_-2_p_89_31/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3APET+N+PET&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","Pet Neat","3","https://www.amazon.com/s/ref=sr_in_-2_p_89_32/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3APet+Neat&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","Petmate","512","https://www.amazon.com/s/ref=sr_in_-2_p_89_33/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3APetmate&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","Petrodex","10","https://www.amazon.com/s/ref=sr_in_-2_p_89_34/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3APetrodex&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","PetSafe","243","https://www.amazon.com/s/ref=sr_in_-2_p_89_35/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3APetSafe&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","Pro Pet Works","1","https://www.amazon.com/s/ref=sr_in_-2_p_89_36/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3APro+Pet+Works&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","Purina DentaLife","5","https://www.amazon.com/s/ref=sr_in_-2_p_89_37/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3APurina+DentaLife&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","Purina Moist & Meaty","2","https://www.amazon.com/s/ref=sr_in_-2_p_89_38/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3APurina+Moist+%26+Meaty&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","Rachael Ray Nutrish","26","https://www.amazon.com/s/ref=sr_in_-2_p_89_39/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3ARachael+Ray+Nutrish&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","Regalo","15","https://www.amazon.com/s/ref=sr_in_-2_p_89_40/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3ARegalo&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","Remedy + Recovery","7","https://www.amazon.com/s/ref=sr_in_-2_p_89_41/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3ARemedy+%2B+Recovery&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","TBI Pro","3","https://www.amazon.com/s/ref=sr_in_-2_p_89_42/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3ATBI+Pro&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","TRIUMPH","5","https://www.amazon.com/s/ref=sr_in_-2_p_89_43/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3ATRIUMPH&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","Triumph","5","https://www.amazon.com/s/ref=sr_in_-2_p_89_44/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3ATriumph&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","Vansky","3","https://www.amazon.com/s/ref=sr_in_-2_p_89_45/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3AVansky&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","Veterinary Formula Clinical Care","4","https://www.amazon.com/s/ref=sr_in_-2_p_89_46/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3AVeterinary+Formula+Clinical+Care&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","Virbac","37","https://www.amazon.com/s/ref=sr_in_-2_p_89_47/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3AVirbac&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","WINNER OUTFITTERS","1","https://www.amazon.com/s/ref=sr_in_-2_p_89_48/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3AWINNER+OUTFITTERS&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","Wisdom Health","1","https://www.amazon.com/s/ref=sr_in_-2_p_89_49/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3AWisdom+Health&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Dogs","Wyze Labs","1","https://www.amazon.com/s/ref=sr_in_-2_p_89_50/143-6119544-1256309?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975312011%2Cp_89%3AWyze+Labs&bbn=16225013011&ie=UTF8&qid=1556517831&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","Arm & Hammer","45","https://www.amazon.com/s/ref=sr_in_-2_p_89_0?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3AArm+%26+Hammer&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","Bayer Animal Health","23","https://www.amazon.com/s/ref=sr_in_-2_p_89_1?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3ABayer+Animal+Health&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","Bergan","12","https://www.amazon.com/s/ref=sr_in_-2_p_89_2?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3ABergan&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","Bexley Labs","2","https://www.amazon.com/s/ref=sr_in_-2_p_89_3?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3ABexley+Labs&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","Cat Dancer Products","12","https://www.amazon.com/s/ref=sr_in_-2_p_89_4?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3ACat+Dancer+Products&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","Catit","167","https://www.amazon.com/s/ref=sr_in_-2_p_89_5?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3ACatit&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","ChoiceRefill","1","https://www.amazon.com/s/ref=sr_in_-2_p_89_6?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3AChoiceRefill&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","ChomChom Roller","2","https://www.amazon.com/s/ref=sr_in_-2_p_89_7?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3AChomChom+Roller&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","Comfort Zone","14","https://www.amazon.com/s/ref=sr_in_-2_p_89_8?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3AComfort+Zone&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","COMSUN","3","https://www.amazon.com/s/ref=sr_in_-2_p_89_9?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3ACOMSUN&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","Dr. Elsey's","17","https://www.amazon.com/s/ref=sr_in_-2_p_89_10?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3ADr.+Elsey%27s&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","DuraScoop","3","https://www.amazon.com/s/ref=sr_in_-2_p_89_11?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3ADuraScoop&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","Elanco Animal Health","3","https://www.amazon.com/s/ref=sr_in_-2_p_89_12?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3AElanco+Animal+Health&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","ESCO LITE","2","https://www.amazon.com/s/ref=sr_in_-2_p_89_13?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3AESCO+LITE&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","Feliway","10","https://www.amazon.com/s/ref=sr_in_-2_p_89_14?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3AFeliway&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","Fresh Step","16","https://www.amazon.com/s/ref=sr_in_-2_p_89_15?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3AFresh+Step&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","Fur-Zoff","1","https://www.amazon.com/s/ref=sr_in_-2_p_89_16?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3AFur-Zoff&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","Gorilla Grip","3","https://www.amazon.com/s/ref=sr_in_-2_p_89_17?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3AGorilla+Grip&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","Greenies","37","https://www.amazon.com/s/ref=sr_in_-2_p_89_18?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3AGreenies&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","Hartz","45","https://www.amazon.com/s/ref=sr_in_-2_p_89_19?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3AHartz&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","Hertzko","16","https://www.amazon.com/s/ref=sr_in_-2_p_89_20?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3AHertzko&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","Iams","27","https://www.amazon.com/s/ref=sr_in_-2_p_89_21?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3AIams&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","iPrimio","17","https://www.amazon.com/s/ref=sr_in_-2_p_89_22?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3AiPrimio&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","Kitty's Wonderbox","1","https://www.amazon.com/s/ref=sr_in_-2_p_89_23?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3AKitty%27s+Wonderbox&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","Meow Mix","28","https://www.amazon.com/s/ref=sr_in_-2_p_89_24?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3AMeow+Mix&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","MidWest Homes for Pets","32","https://www.amazon.com/s/ref=sr_in_-2_p_89_25?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3AMidWest+Homes+for+Pets&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","Nature's Miracle","37","https://www.amazon.com/s/ref=sr_in_-2_p_89_26?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3ANature%27s+Miracle&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","North States Pet","4","https://www.amazon.com/s/ref=sr_in_-2_p_89_27?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3ANorth+States+Pet&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","Nutramax Laboratories","12","https://www.amazon.com/s/ref=sr_in_-2_p_89_28?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3ANutramax+Laboratories&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","Oxyfresh","2","https://www.amazon.com/s/ref=sr_in_-2_p_89_29?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3AOxyfresh&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
"26-04-2019","Pet supplies","Cats","PET N PET","5","https://www.amazon.com/s/ref=sr_in_-2_p_89_30?fst=as%3Aoff&rh=i%3Apets-intl-ship%2Cn%3A%2116225013011%2Cn%3A2975241011%2Cp_89%3APET+N+PET&bbn=16225013011&ie=UTF8&qid=1556517835&rnid=2528832011"
